id,label,region,layer,oem_group,node_type,control_boundary,confidence,notes,source_name,source_url,source_date,evidence_note,evidence_status,provenance_id,provenance_parent,citation_required,last_validated_date,verification_level,verification_status
us_lucid_motors__stream,Streaming Layer (Lucid Motors),us,Streaming & Data Lake,Lucid Motors,DataPlatform,oem,medium,Ingestion + streaming layer,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_39362667bd,,1,,1.0,ASSUMED
us_lucid_motors__lake,Lakehouse (Lucid Motors),us,Streaming & Data Lake,Lucid Motors,DataPlatform,oem,medium,Long-term telemetry storage,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_18fbbc5cda,,1,,1.0,ASSUMED
us_lucid_motors__ai,AI/Analytics (Lucid Motors),us,AI / Analytics,Lucid Motors,AI,oem,medium,ML analytics over vehicle + customer data,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_a1cc2c4fab,,1,,1.0,ASSUMED
us_lucid_motors__api,Product APIs (Lucid Motors),us,Product APIs,Lucid Motors,API,oem,medium,External + internal API surface,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_9106a2f076,,1,,1.0,ASSUMED
us_lucid_motors__gov,Governance Controls (State Privacy (CCPA etc.)),us,Data Governance & Sovereignty,Lucid Motors,Governance,regulatory,hard,Consent/retention/access + localization rules,California DOJ (CCPA),https://oag.ca.gov/privacy/ccpa,2026-03-02,CCPA overview and resources.,VERIFIED,n_f6ed1c97f8,,0,2026-03-02,4.0,VERIFIED
us_lucid_motors__reg,Regulators (NHTSA Cyber/Update Guidance),us,Regulators,Lucid Motors,Regulator,regulatory,hard,Cybersecurity + software update governance / reporting,NHTSA (Cybersecurity Best Practices),https://www.nhtsa.gov/sites/nhtsa.gov/files/documents/812333_cybersecurityformodernvehicles.pdf,2026-03-02,NHTSA cybersecurity best practices guidance (PDF).,VERIFIED,n_aec2104bef,,0,2026-03-02,4.0,VERIFIED
us_lucid_motors__dms,Dealer Systems (US),us,Dealer Systems,Lucid Motors,DealerTech,external,soft,Dealer management layer; vendor varies by country,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_c40b539762,,1,,1.0,ASSUMED
us_lucid_motors__tier1__bosch,Bosch,us,Tier-1 Hardware Suppliers,Lucid Motors,Tier1,external,soft,Major Tier-1 supplier; specific programs vary,Company website,https://www.bosch.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_c2cfd19f3d,,1,,1.0,REFERENCED
us_lucid_motors__tier1__continental,Continental,us,Tier-1 Hardware Suppliers,Lucid Motors,Tier1,external,soft,Major Tier-1 supplier; specific programs vary,Company website,https://www.continental.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_b0667b62e4,,1,,1.0,REFERENCED
us_lucid_motors__tier1__zf,ZF,us,Tier-1 Hardware Suppliers,Lucid Motors,Tier1,external,soft,Major Tier-1 supplier; specific programs vary,Company website,https://www.zf.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_991867db8f,,1,,1.0,REFERENCED
us_lucid_motors__tier1__valeo,Valeo,us,Tier-1 Hardware Suppliers,Lucid Motors,Tier1,external,soft,Major Tier-1 supplier; specific programs vary,Company website,https://www.valeo.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_5d4c0ee370,,1,,1.0,REFERENCED
us_lucid_motors__tier1__forvia,Forvia,us,Tier-1 Hardware Suppliers,Lucid Motors,Tier1,external,soft,Major Tier-1 supplier; specific programs vary,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_6e85bb4a68,,1,,1.0,ASSUMED
us_lucid_motors__tier1__aptiv,Aptiv,us,Tier-1 Hardware Suppliers,Lucid Motors,Tier1,external,soft,Major Tier-1 supplier; specific programs vary,Company website,https://www.aptiv.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_b87087a91d,,1,,1.0,REFERENCED
us_lucid_motors__tier1__magna_international,Magna International,us,Tier-1 Hardware Suppliers,Lucid Motors,Tier1,external,soft,Major Tier-1 supplier; specific programs vary,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_b80cc5f014,,1,,1.0,ASSUMED
us_lucid_motors__tier1__lear_corporation,Lear Corporation,us,Tier-1 Hardware Suppliers,Lucid Motors,Tier1,external,soft,Major Tier-1 supplier; specific programs vary,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_17e8c2bfb9,,1,,1.0,ASSUMED
us_lucid_motors__tier1__denso,Denso,us,Tier-1 Hardware Suppliers,Lucid Motors,Tier1,external,soft,Major Tier-1 supplier; specific programs vary,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_27458ca731,,1,,1.0,ASSUMED
us_lucid_motors__tier1__aisin,Aisin,us,Tier-1 Hardware Suppliers,Lucid Motors,Tier1,external,soft,Major Tier-1 supplier; specific programs vary,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_ebd2595a3b,,1,,1.0,ASSUMED
us_lucid_motors__battery__catl,CATL,us,Battery & Cell Suppliers,Lucid Motors,Battery,external,soft,Battery/cell supplier; varies by platform and JV,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_f9bf932d40,,1,,1.0,ASSUMED
us_lucid_motors__battery__byd_battery,BYD Battery,us,Battery & Cell Suppliers,Lucid Motors,Battery,external,soft,Battery/cell supplier; varies by platform and JV,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_57427b691c,,1,,1.0,ASSUMED
us_lucid_motors__battery__lg_energy_solution,LG Energy Solution,us,Battery & Cell Suppliers,Lucid Motors,Battery,external,soft,Battery/cell supplier; varies by platform and JV,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_e61c095982,,1,,1.0,ASSUMED
us_lucid_motors__battery__sk_on,SK On,us,Battery & Cell Suppliers,Lucid Motors,Battery,external,soft,Battery/cell supplier; varies by platform and JV,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_3d08938a4f,,1,,1.0,ASSUMED
us_lucid_motors__battery__samsung_sdi,Samsung SDI,us,Battery & Cell Suppliers,Lucid Motors,Battery,external,soft,Battery/cell supplier; varies by platform and JV,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_a7f254eb8c,,1,,1.0,ASSUMED
us_lucid_motors__battery__panasonic_energy,Panasonic Energy,us,Battery & Cell Suppliers,Lucid Motors,Battery,external,soft,Battery/cell supplier; varies by platform and JV,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_c8257d81a9,,1,,1.0,ASSUMED
us_lucid_motors__chip__nvidia,NVIDIA,us,Semiconductor & Compute,Lucid Motors,Semiconductor,external,soft,Compute/SoC/toolchain supplier; varies by platform,Company website,https://www.nvidia.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_c8c79c5a17,,1,,1.0,REFERENCED
us_lucid_motors__chip__qualcomm,Qualcomm,us,Semiconductor & Compute,Lucid Motors,Semiconductor,external,soft,Compute/SoC/toolchain supplier; varies by platform,Company website,https://www.qualcomm.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_822f8ef445,,1,,1.0,REFERENCED
us_lucid_motors__chip__nxp,NXP,us,Semiconductor & Compute,Lucid Motors,Semiconductor,external,soft,Compute/SoC/toolchain supplier; varies by platform,Company website,https://www.nxp.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_2029712448,,1,,1.0,REFERENCED
us_lucid_motors__chip__renesas,Renesas,us,Semiconductor & Compute,Lucid Motors,Semiconductor,external,soft,Compute/SoC/toolchain supplier; varies by platform,Company website,https://www.renesas.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_a0cdf465d7,,1,,1.0,REFERENCED
us_lucid_motors__chip__infineon,Infineon,us,Semiconductor & Compute,Lucid Motors,Semiconductor,external,soft,Compute/SoC/toolchain supplier; varies by platform,Company website,https://www.infineon.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_807ec43eb0,,1,,1.0,REFERENCED
us_lucid_motors__chip__stmicroelectronics,STMicroelectronics,us,Semiconductor & Compute,Lucid Motors,Semiconductor,external,soft,Compute/SoC/toolchain supplier; varies by platform,Company website,https://www.st.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_2fd683f066,,1,,1.0,REFERENCED
us_lucid_motors__chip__texas_instruments,Texas Instruments,us,Semiconductor & Compute,Lucid Motors,Semiconductor,external,soft,Compute/SoC/toolchain supplier; varies by platform,Company website,https://www.ti.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_97de830e08,,1,,1.0,REFERENCED
us_lucid_motors__chip__intel,Intel,us,Semiconductor & Compute,Lucid Motors,Semiconductor,external,soft,Compute/SoC/toolchain supplier; varies by platform,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_5ecf315afb,,1,,1.0,ASSUMED
us_lucid_motors__chip__mobileye,Mobileye,us,Semiconductor & Compute,Lucid Motors,Semiconductor,external,soft,Compute/SoC/toolchain supplier; varies by platform,Company website,https://www.mobileye.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_b132168f75,,1,,1.0,REFERENCED
us_lucid_motors__chip__amd,AMD,us,Semiconductor & Compute,Lucid Motors,Semiconductor,external,soft,Compute/SoC/toolchain supplier; varies by platform,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_c26fdd7548,,1,,1.0,ASSUMED
us_lucid_motors__telco__verizon,Verizon,us,Connectivity Providers,Lucid Motors,Connectivity,external,soft,Connectivity partner; varies by market,Company website,https://www.verizon.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_9f57c4d86a,,1,,1.0,REFERENCED
us_lucid_motors__telco__at_t,AT&T,us,Connectivity Providers,Lucid Motors,Connectivity,external,soft,Connectivity partner; varies by market,Company website,https://www.att.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_406426f7e8,,1,,1.0,REFERENCED
us_lucid_motors__telco__t_mobile,T-Mobile,us,Connectivity Providers,Lucid Motors,Connectivity,external,soft,Connectivity partner; varies by market,Company website,https://www.t-mobile.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_6a4b860ecf,,1,,1.0,REFERENCED
us_lucid_motors__cloudvendor__aws,AWS,us,Cloud Infrastructure,Lucid Motors,Cloud,external,soft,Cloud vendor; mix varies by program,Company website,https://aws.amazon.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_483b2c46cc,,1,,1.0,REFERENCED
us_lucid_motors__cloudvendor__microsoft_azure,Microsoft Azure,us,Cloud Infrastructure,Lucid Motors,Cloud,external,soft,Cloud vendor; mix varies by program,Company website,https://azure.microsoft.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_6add7ebf12,,1,,1.0,REFERENCED
us_lucid_motors__cloudvendor__google_cloud,Google Cloud,us,Cloud Infrastructure,Lucid Motors,Cloud,external,soft,Cloud vendor; mix varies by program,Company website,https://cloud.google.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_4528f6a2fa,,1,,1.0,REFERENCED
us_lucid_motors__ins__geico,GEICO,us,External Insurance & Risk Ecosystem,Lucid Motors,Insurance,external,soft,Insurance ecosystem node; partnerships vary by market,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_5668c485ba,,1,,1.0,ASSUMED
us_lucid_motors__ins__progressive,Progressive,us,External Insurance & Risk Ecosystem,Lucid Motors,Insurance,external,soft,Insurance ecosystem node; partnerships vary by market,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_309220404a,,1,,1.0,ASSUMED
us_lucid_motors__ins__state_farm,State Farm,us,External Insurance & Risk Ecosystem,Lucid Motors,Insurance,external,soft,Insurance ecosystem node; partnerships vary by market,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_66c36c162c,,1,,1.0,ASSUMED
us_lucid_motors__chg__electrify_america,Electrify America,us,Energy & Charging,Lucid Motors,Charging,external,soft,Charging network integration varies,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_b8c3f05825,,1,,1.0,ASSUMED
us_lucid_motors__chg__chargepoint,ChargePoint,us,Energy & Charging,Lucid Motors,Charging,external,soft,Charging network integration varies,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_7005487fff,,1,,1.0,ASSUMED
us_lucid_motors__chg__evgo,EVgo,us,Energy & Charging,Lucid Motors,Charging,external,soft,Charging network integration varies,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_3449b00223,,1,,1.0,ASSUMED
us_lucid_motors__chg__tesla_supercharger,Tesla Supercharger,us,Energy & Charging,Lucid Motors,Charging,external,soft,Charging network integration varies,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_d790fc6e08,,1,,1.0,ASSUMED
us_lucid_motors__adas__mobileye,Mobileye,us,Semiconductor & Compute,Lucid Motors,ADAS,external,soft,ADAS / perception + mapping,Company website,https://www.mobileye.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_6e63d27583,,1,,1.0,REFERENCED
us_lucid_motors__adas__nvidia_drive,NVIDIA DRIVE,us,Semiconductor & Compute,Lucid Motors,ADAS,external,soft,ADAS compute + software platform,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_79eeae14df,,1,,1.0,ASSUMED
us_lucid_motors__adas__qualcomm_snapdragon_ride,Qualcomm Snapdragon Ride,us,Semiconductor & Compute,Lucid Motors,ADAS,external,soft,ADAS compute + software platform,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_5d0d02ce05,,1,,1.0,ASSUMED
us_lucid_motors__adas__bosch_adas,Bosch ADAS,us,Tier-1 Hardware Suppliers,Lucid Motors,ADAS,external,soft,ADAS system integration,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_d410f26318,,1,,1.0,ASSUMED
us_lucid_motors__adas__continental_adas,Continental ADAS,us,Tier-1 Hardware Suppliers,Lucid Motors,ADAS,external,soft,ADAS system integration,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_af66bd6520,,1,,1.0,ASSUMED
us_lucid_motors__adas__aptiv_adas,Aptiv ADAS,us,Tier-1 Hardware Suppliers,Lucid Motors,ADAS,external,soft,ADAS system integration,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_683563d7b3,,1,,1.0,ASSUMED
us_lucid_motors__map__here_technologies,HERE Technologies,us,Product APIs,Lucid Motors,Mapping,external,soft,HD maps + location,Company website,https://www.here.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_8870feacd7,,1,,1.0,REFERENCED
us_lucid_motors__map__tomtom,TomTom,us,Product APIs,Lucid Motors,Mapping,external,soft,Maps + traffic,Company website,https://www.tomtom.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_1697d5c334,,1,,1.0,REFERENCED
us_lucid_motors__map__google_maps_platform,Google Maps Platform,us,Product APIs,Lucid Motors,Mapping,external,soft,Maps + routing,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_0bee8e4833,,1,,1.0,ASSUMED
us_lucid_motors__dealer_vendor__cdk_global,CDK Global,us,Dealer Systems,Lucid Motors,DealerVendor,external,soft,Dealer tech/DMS vendor; dealer adoption varies,Company website,https://www.cdkglobal.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_f90b1f77a8,,1,,1.0,REFERENCED
us_lucid_motors__dealer_vendor__reynolds_and_reynolds,Reynolds and Reynolds,us,Dealer Systems,Lucid Motors,DealerVendor,external,soft,Dealer tech/DMS vendor; dealer adoption varies,Company website,https://www.reyrey.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_4093f0455b,,1,,1.0,REFERENCED
